ID,Valence,Arousal,Freq,CNC,IMG,Word
1261,5.19,4.34,1,596,606,SEAGULL
1262,6.04,4.41,17,587,563,SEAL
1263,7.09,3.31,5,371,402,SEASHORE
1264,5.48,3.96,55,568,574,SEAT
1265,5.65,5.08,191,576,563,SECRETARY
1266,5.98,4.28,41,611,542,SEED
1267,3.88,5.6,62,444,526,SENATE
1268,3.76,5.58,40,444,526,SENATOR
1269,4.9,6,28,511,549,SERGEANT
1270,3.63,6.78,2,0,376,SERPENT
1271,4.05,5.24,19,515,508,SERVANT
1272,5.47,5.05,120,515,508,SERVER
1273,4.5,4.59,1,0,504,SHACK
1274,6.02,4.08,2,287,419,SHAMPOO
1275,4.11,7.26,23,611,602,SHARK
1276,4.89,5.46,1,456,484,SHEARS
1277,5.05,4.36,11,611,602,SHED
1278,5.85,3.62,23,622,596,SHEEP
1279,5.57,3.9,45,608,594,SHEET
1280,5.33,4.49,12,608,594,SHELF
1281,5.68,3.98,22,597,581,SHELL
1282,6.05,4.04,70,0,488,SHELTER
1283,5.75,3.89,3,598,600,SHEPHERD
1284,4.73,6.53,20,598,600,SHERIFF
1285,4.46,4.79,4,522,476,SHINGLE
1286,5.84,5.21,83,615,612,SHIP
1287,5.78,4.41,27,616,612,SHIRT
1288,5.76,4.45,14,600,601,SHOE
1289,5.22,4.21,1,600,601,SHOELACE
1290,5.96,5.37,63,549,561,SHOP
1291,6.59,3.26,61,574,624,SHORE
1292,6.74,4.72,3,353,405,SHORTCAKE
1293,5.77,4.57,29,353,405,SHORTS
1294,5.38,4.57,61,589,577,SHOULDER
1295,4.72,5.12,5,581,538,SHOVEL
1296,6.72,3.91,15,588,615,SHOWER
1297,5.66,4.96,2,629,618,SHRIMP
1298,5.53,4.62,7,629,618,SHRINE
1299,5.47,4.08,1,588,556,SHRUB
1300,4.96,4.58,5,562,533,SHUTTER
1301,6.33,4.97,1,562,533,SIBLING
1302,4.08,5.82,1,404,456,SICKLE
1303,5.44,4.35,21,394,386,SIDEWALK
1304,5.16,4.42,5,394,386,SIDING
1305,5.43,4.79,94,520,534,SIGN
1306,5.6,4.68,6,464,513,SIGNATURE
1307,6.72,3.77,12,538,510,SILK
1308,5.47,4.39,1,564,582,SILVERWARE
1309,4.94,4.56,23,590,599,SINK
1310,3.98,7.13,1,538,578,SIREN
1311,6.33,5.36,1,538,578,SIRLOIN
1312,6.52,4.43,38,575,613,SISTER
1313,5.92,5.45,1,562,563,SKATE
1314,3.87,6.18,2,562,563,SKELETON
1315,5.81,4.53,16,535,510,SKETCH
1316,5.87,5.6,5,590,615,SKI
1317,5.63,4.95,2,579,586,SKILLET
1318,5.72,5.02,47,614,638,SKIN
1319,6.18,5.41,21,614,573,SKIRT
1320,3.98,6.21,3,570,609,SKULL
1321,3.38,6.38,2,648,652,SKUNK
1322,5.51,5.9,2,618,577,SKYSCRAPER
1323,5.33,4.31,7,618,577,SLACKS
1324,5.32,4.24,11,587,550,SLEEVE
1325,6.15,4.73,8,613,608,SLEIGH
1326,6.24,4.92,20,504,490,SLIDE
1327,2.97,5.91,1,545,558,SLIME
1328,5.14,4.71,19,513,578,SLOPE
1329,3.45,5.06,10,293,377,SLUG
1330,2.7,5.7,1,514,615,SMOG
1331,6.68,4.95,6,449,426,SNACK
1332,4.49,3.93,1,579,577,SNAIL
1333,3.64,6.89,44,621,627,SNAKE
1334,5.76,4.7,2,420,410,SNEAKER
1335,2.77,6.09,1,563,562,SNOB
1336,5.72,5.12,6,563,562,SNORKEL
1337,6.08,4.14,22,598,600,SOAP
1338,5.28,5.67,237,335,440,SOCIETY
1339,5.32,4.06,4,581,553,SOCK
1340,4.98,4.87,3,581,553,SOCKET
1341,6.21,5.1,3,600,544,SODA
1342,6.18,3.25,6,629,597,SOFA
1343,5.59,5.01,1,414,476,SOFTBALL
1344,5.22,6.59,39,578,578,SOLDIER
1345,6.39,5.03,184,381,538,SPACE
1346,6.67,4.68,1,565,578,SPAGHETTI
1347,6.24,4.26,3,629,583,SPARROW
1348,5.28,4.35,2,586,517,SPATULA
1349,5.83,5.28,1,489,562,SPHINX
1350,6.17,5.52,4,590,592,SPICE
1351,3.04,6.95,2,607,597,SPIDER
1352,5.36,4.42,2,589,606,SPINACH
1353,5.09,5.18,6,589,606,SPINE
1354,2.94,6.03,11,0,426,SPIT
1355,5.19,4.13,7,597,577,SPONGE
1356,5.18,4.21,2,565,552,SPOOL
1357,5.64,4.21,6,614,584,SPOON
1358,6.82,5.02,3,512,507,SPOUSE
1359,6.22,4.45,7,524,585,SPRINKLE
1360,3.98,6.39,9,417,491,SPY
1361,4.4,5.62,2,402,390,SQUID
1362,6.04,4.76,1,612,642,SQUIRREL
1363,5.75,3.84,30,562,537,STABLE
1364,5.79,6.01,25,569,586,STADIUM
1365,5.22,5.04,113,515,478,STAFF
1366,5.55,5.44,174,515,478,STAGE
1367,5.1,5,47,558,551,STAIRS
1368,4.59,5.41,20,540,506,STAKE
1369,6.18,5.8,3,474,440,STALLION
1370,5.33,4.53,8,474,440,STAMP
1371,5.07,4.8,1,456,437,STAPLE
1372,5.18,4.8,1,456,437,STAPLER
1373,6.93,4.98,25,574,623,STAR
1374,5.7,4.43,17,600,562,STATUE
1375,5.47,4.93,17,552,591,STEAM
1376,5.33,4.3,29,556,533,STEM
1377,5.29,4.61,131,508,483,STEP
1378,6.32,5.33,12,479,427,STEREO
1379,4.89,5.49,2,349,424,STETHOSCOPE
1380,5.91,4.35,5,603,587,STEW
1381,5.69,5.12,2,603,587,STEWARDESS
1382,5.6,4.61,39,604,517,STICKER
1383,5.59,4.73,1,551,555,STOCKING
1384,4.82,5.09,37,617,551,STOMACH
1385,5.27,4.37,58,614,585,STONE
1386,4.7,4.47,8,592,584,STOOL
1387,5.82,5.05,74,548,506,STORE
1388,5.62,5.03,15,591,592,STOVE
1389,4.02,6.22,40,441,454,STRANGER
1390,5.31,4.14,15,603,568,STRAW
1391,7.16,4.32,2,610,631,STRAWBERRY
1392,6.52,3.25,51,610,631,STREAM
1393,5.4,5.03,246,579,577,STREET
1394,5.38,4.46,19,570,556,STRING
1395,5.87,5.19,130,549,603,STUDENT
1396,4.38,4.76,2,540,490,STUMP
1397,3.15,5.36,1,351,381,STY
1398,5.41,5.44,27,583,588,SUBMARINE
1399,5.49,4.18,13,336,413,SUBURB
1400,5.29,5.6,7,336,413,SUBWAY
1401,6.66,5.2,34,620,595,SUGAR
1402,5.73,4.89,48,545,536,SUIT
1403,5.36,4.93,20,545,536,SUITCASE
1404,6.1,4.18,27,534,487,SUITE
1405,5.86,5.37,12,0,546,SUMMIT
1406,7.15,4.71,112,617,639,SUN
1407,7.56,3.5,10,515,643,SUNRISE
1408,7.64,2.75,14,525,633,SUNSET
1409,5.87,5.23,1,0,378,SUPERMARKET
1410,4.61,5.88,5,0,378,SUPERVISOR
1411,6.61,4.67,37,563,590,SUPPER
1412,6.36,4.79,1,527,601,SURF
1413,5.04,6.41,11,447,453,SURGEON
1414,5.52,5.02,37,393,290,SURVEY
1415,3.17,6.63,30,379,377,SUSPECT
1416,3.95,4.99,5,570,600,SWAMP
1417,6.64,3.61,3,570,600,SWAN
1418,4.05,5.58,1,406,488,SWATTER
1419,5.86,3.84,14,569,560,SWEATER
1420,6.01,4.96,15,482,572,SWIMMER
1421,6.37,4.62,24,548,635,SWING
1422,5.05,4.98,43,548,635,SWITCH
1423,5.07,6.58,7,577,597,SWORD
1424,3.19,6.75,1,399,229,SYRINGE
1425,6.21,4.37,4,399,229,SYRUP
1426,5.58,4.21,198,604,582,TABLE
1427,5.89,4.71,3,587,600,TABLET
1428,4.33,5.14,4,565,546,TACK
1429,5.11,4.7,5,565,546,TAG
1430,5.3,4.79,24,613,551,TAIL
1431,6.4,4.62,1,645,625,TANGERINE
1432,4.55,6.1,12,581,563,TANK
1433,5.27,4.52,35,564,573,TAPE
1434,5.1,4.43,5,362,372,TAPIOCA
1435,3.67,4.96,12,597,550,TAR
1436,5.59,5.37,7,443,456,TART
1437,5.74,5.16,2,464,425,TAVERN
1438,5.17,5.33,16,445,446,TAXI
1439,6.47,3.54,28,609,599,TEA
1440,6.11,5.34,80,569,575,TEACHER
1441,6.17,5.27,83,492,565,TEAM
1442,6,3.82,1,492,565,TEAPOT
1443,5.43,5.12,6,308,262,TECHNICIAN
1444,5.05,5.67,2,340,346,TEENAGER
1445,5.7,5.32,76,619,655,TELEPHONE
1446,6.21,5.16,4,592,596,TELESCOPE
1447,6.33,5.49,50,592,596,TELEVISION
1448,5.64,4.24,38,565,547,TEMPLE
1449,5.82,4.29,20,608,593,TENT
1450,4.22,5.64,12,374,387,TERMINAL
1451,2.47,6.36,2,374,387,TERMITE
1452,5.09,5.27,31,459,445,TERRITORY
1453,5.13,5.15,10,612,581,THERMOMETER
1454,5.69,4.7,1,612,581,THESAURUS
1455,4.64,4.91,1,571,511,THICKET
1456,2.46,7.03,8,519,529,THIEF
1457,5.39,4.95,9,519,529,THIGH
1458,5.19,4.2,1,529,570,THIMBLE
1459,3.44,6.24,3,586,600,THORN
1460,5.43,4.15,15,607,568,THREAD
1461,5.57,5.64,5,240,299,THRONE
1462,5.38,4.42,10,638,599,THUMB
1463,2.74,6.2,3,587,470,TICK
1464,4.8,5.63,16,590,574,TICKET
1465,5.92,4.1,11,516,530,TIDE
1466,5.31,4.44,23,568,551,TIE
1467,5.93,6.94,7,611,606,TIGER
1468,5.41,4.19,16,425,495,TILE
1469,5.52,4.73,19,578,553,TIMBER
1470,4.62,4.86,4,568,591,TOAD
1471,6.09,4.21,19,582,594,TOAST
1472,5.75,4.63,1,579,580,TOASTER
1473,4.97,4.52,9,607,620,TOE
1474,4.07,5.11,1,607,620,TOENAIL
1475,4.11,4.84,13,586,603,TOILET
1476,6.19,4.49,4,662,610,TOMATO
1477,3.3,5.83,11,573,596,TOMB
1478,3.12,5.65,2,573,596,TOMBSTONE
1479,5.41,5.09,35,634,621,TONGUE
1480,5.52,5.28,40,570,538,TOOL
1481,5.23,5.19,20,619,624,TOOTH
1482,5.7,4.41,6,619,624,TOOTHBRUSH
1483,5.78,4.54,1,619,624,TOOTHPASTE
1484,5.07,6.12,2,0,348,TORCH
1485,2.86,7.72,1,644,591,TORNADO
1486,5.95,3.52,3,602,539,TORTOISE
1487,5.29,4.46,1,437,533,TOTE
1488,5.4,5.24,16,533,577,TOURIST
1489,5.76,3.94,6,0,570,TOWEL
1490,5.59,5.31,13,585,596,TOWER
1491,5.83,4.8,212,556,553,TOWN
1492,6.82,5.25,4,567,569,TOY
1493,5.36,4.95,24,590,585,TRACTOR
1494,5.95,5.4,83,592,593,TRAIN
1495,2.5,7.04,2,467,447,TRAITOR
1496,4.73,6.03,2,366,340,TRANSPLANT
1497,3.07,5.43,2,588,599,TRASH
1498,5.2,4.54,18,590,550,TRAY
1499,5.12,4.8,5,590,550,TREAD
1500,7.33,6.42,4,0,363,TREASURE
1501,7.06,5.39,26,399,360,TREAT
1502,6.64,3.44,59,604,622,TREE
1503,4.16,5.4,2,0,324,TRENCH
1504,5.41,4.59,4,523,597,TRIANGLE
1505,5.47,5.5,4,504,515,TRIBE
1506,5.6,4.65,1,391,459,TRICYCLE
1507,4.08,6.7,12,0,303,TRIGGER
1508,5.35,5.2,1,606,579,TROMBONE
1509,6.53,5.78,8,509,498,TROPHY
1510,5.38,4.65,7,479,404,TROUSERS
1511,5.38,4.52,4,617,617,TROUT
1512,5.54,5.34,57,595,621,TRUCK
1513,5.74,5.68,7,608,628,TRUMPET
1514,5.52,3.52,13,260,318,TUB
1515,5.3,5.02,1,260,318,TUBA
1516,5.06,4.55,31,581,564,TUBE
1517,6.82,3.39,4,619,641,TULIP
1518,5.4,4.76,1,211,235,TUNA
1519,5.14,5.32,10,555,578,TUNNEL
1520,6.05,4.66,9,555,578,TURKEY
1521,4.57,4.12,1,462,345,TURNIP
1522,6.23,3.62,8,644,564,TURTLE
1523,4.92,5.26,2,580,538,TUSK
1524,5.53,4.92,1,580,538,TUTU
1525,5.96,5.34,5,580,538,TUXEDO
1526,4.78,5.22,1,590,619,TWEEZERS
1527,5.27,4.17,1,559,555,TWIG
1528,5.86,4.88,7,467,588,TWIN
1529,5.26,4.32,7,467,588,TWINE
1530,3.64,6.97,4,423,529,TWISTER
1531,5.49,4.68,10,611,615,TYPEWRITER
1532,5.37,4.74,7,268,299,TYPIST
1533,2.39,6.59,5,558,516,ULCER
1534,5.59,4.51,8,606,592,UMBRELLA
1535,4.91,5.49,1,581,572,UMPIRE
1536,6.22,4.45,57,580,574,UNCLE
1537,5.38,5.06,3,300,278,UNDERWEAR
1538,6.59,4.98,5,234,461,UNICORN
1539,4.9,5.15,51,550,591,UNIFORM
1540,6.77,5.48,71,339,356,UNIVERSE
1541,6.23,5.51,214,533,615,UNIVERSITY
1542,5.28,4.56,6,567,534,UTENSIL
1543,4.9,5.01,20,389,479,VACUUM
1544,3.43,6.04,1,389,479,VAGRANT
1545,6.15,3.59,73,575,600,VALLEY
1546,5.21,4.7,3,260,289,VALVE
1547,3.93,7.14,1,260,289,VAMPIRE
1548,5.12,4.84,32,606,572,VAN
1549,5.75,3.92,4,595,563,VASE
1550,5.33,5.18,2,550,550,VAULT
1551,4.66,5.05,1,528,519,VEAL
1552,6.17,4.18,10,602,598,VEGETABLE
1553,5.96,5.54,35,558,593,VEHICLE
1554,4.56,5.65,25,553,546,VEIN
1555,6.21,3.7,4,580,569,VELVET
1556,5.14,4.86,10,476,456,VENT
1557,6.12,5.29,11,295,399,VENUS
1558,5.46,5.09,16,571,525,VESSEL
1559,5.17,4.39,4,575,581,VEST
1560,5.84,5.49,1,485,494,VET
1561,5.98,5.55,27,0,439,VETERAN
1562,2.77,7.11,27,467,521,VICTIM
1563,5.92,5.88,23,467,521,VICTOR
1564,6.03,5.36,2,376,461,VIDEO
1565,5.1,6.11,1,305,383,VIKING
1566,5.88,4.43,72,576,578,VILLAGE
1567,2.6,7.01,3,576,578,VILLAIN
1568,5.63,4.24,4,601,564,VINE
1569,4.5,5.04,9,645,562,VINEGAR
1570,6.12,4.41,11,645,562,VIOLA
1571,6.19,4.12,11,626,606,VIOLIN
1572,2.39,7.02,13,243,351,VIRUS
1573,5.71,5.36,13,482,499,VISITOR
1574,6.06,4.72,5,0,322,VITAMIN
1575,4.31,7.02,2,591,627,VOLCANO
1576,5.85,5.32,1,591,627,VOLLEYBALL
1577,6.49,4.76,9,309,327,VOLUNTEER
1578,5.44,4.67,55,451,466,WAGON
1579,5.22,4.74,11,563,530,WAIST
1580,5.7,4.82,10,317,357,WAITER
1581,5.95,5.02,2,0,383,WAITRESS
1582,5.1,4.34,160,589,576,WALL
1583,5.81,5.22,6,584,617,WALLET
1584,5.88,4.4,11,642,590,WALNUT
1585,5.63,5.14,1,629,590,WALRUS
1586,5.72,4.93,1,570,513,WAND
1587,5.8,4.62,8,570,541,WARDROBE
1588,4.97,4.78,4,578,502,WAREHOUSE
1589,5.36,6.96,5,525,553,WARRIOR
1590,2.64,5.83,11,525,553,WART
1591,5.19,4.11,1,447,522,WASHCLOTH
1592,5.54,4.77,2,447,522,WASHER
1593,2.63,6.89,2,447,522,WASP
1594,6.92,3.8,442,616,632,WATER
1595,7.25,3.72,2,616,632,WATERFALL
1596,6.45,4.28,46,492,542,WAVE
1597,4.91,4.7,14,569,547,WAX
1598,4.8,5.04,6,561,602,WEB
1599,4.26,5.12,1,600,596,WEED
1600,5.89,3.93,899,467,522,WELL
1601,6.12,4.94,1,610,623,WHALE
1602,5.93,3.9,9,594,577,WHEAT
1603,5.68,4.79,56,573,576,WHEEL
1604,3.8,6.5,19,570,579,WHIP
1605,5.77,4.43,3,560,542,WHISKERS
1606,5.22,5.73,4,579,574,WHISTLE
1607,5.15,4.63,4,599,535,WICK
1608,3.57,5.47,26,547,505,WIDOW
1609,6.64,5.05,228,562,575,WIFE
1610,6.19,5.09,11,512,564,WILDERNESS
1611,5.92,4.23,119,609,602,WINDOW
1612,5.18,4.84,6,609,602,WINDSHIELD
1613,6.26,4.43,72,621,624,WINE
1614,6.22,4.88,27,595,584,WINGS
1615,7.09,6.37,8,515,501,WINNER
1616,5.14,4.87,42,585,564,WIRE
1617,3.74,6.57,5,522,589,WITCH
1618,5.09,5.74,28,459,467,WITNESS
1619,5.21,6.59,6,595,610,WOLF
1620,6.94,5.45,224,580,626,WOMAN
1621,5.52,5.44,30,532,486,WORKER
1622,6.51,5.79,787,532,560,WORLD
1623,3.76,5.27,4,611,578,WORM
1624,2.64,6.86,28,561,570,WOUND
1625,4.93,5.1,5,629,551,WRENCH
1626,5.23,4.61,10,337,313,WRIST
1627,6.21,4.89,73,446,548,WRITER
1628,4.96,4.66,2,361,352,XEROX
1629,6.11,4.74,4,606,624,YACHT
1630,6.02,4,35,553,568,YARD
1631,5.7,3.76,14,553,568,YARN
1632,4.71,4.68,3,542,514,YOKE
1633,5.11,4.37,1,593,530,YOLK
1634,6.39,5.02,82,439,507,YOUTH
1635,6.27,4.82,1,0,337,ZEBRA
1636,5.33,4.99,1,599,632,ZIPPER
1637,6.36,5.54,9,583,613,ZOO
1638,5.52,4.55,2,356,364,ZUCCHINI
